ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
82.77,61.93,90.73,72.49,74.21,17.34,28.53,49.11,44.99,12.17,50.88,6.83,16.05,20.72,159.57,44.27,58.19,8.22,27.58,43.04,64.78,155.22,167.49,90.64,58.15,91.23,9.45,40.14,178.8,9.52,40.4,21.32,11.85,16.99,104.1,25.28,24.03,94.88,8.65,25.88,38.64,34.94,26.11,22.82,10.3,31.07,39.73,31.27,37.19,8.62,17.61
82.97,61.27,88.35,73.97,73.94,18.36,27.53,49.08,44.93,12.23,51.21,6.78,16.25,20.6,158.32,43.52,59.83,8.17,28.02,43.79,63.96,148.84,167.58,90.99,58.0,93.24,9.51,40.5,177.17,9.86,40.59,21.93,11.88,17.02,102.19,25.89,23.71,97.8,8.81,26.78,39.91,35.48,26.22,23.25,10.05,31.16,39.64,30.54,38.27,8.87,17.88
82.57,59.6,90.03,74.21,73.05,18.19,29.13,49.92,45.93,12.21,50.68,6.66,16.74,20.3,154.91,42.24,57.69,8.21,26.64,43.76,64.13,147.12,161.22,91.1,57.85,86.42,9.52,40.48,177.12,9.65,40.57,21.35,11.66,17.64,99.24,25.55,23.76,99.39,9.24,27.25,40.02,35.37,25.93,22.77,10.21,31.14,40.14,30.64,38.18,8.95,17.34
81.93,60.95,85.52,74.76,75.21,17.76,29.31,51.19,45.04,12.28,51.0,6.6,16.74,20.3,150.57,43.49,58.14,8.3,26.22,41.35,64.16,136.98,160.69,92.39,56.65,87.65,9.4,40.84,173.57,9.54,39.0,20.98,11.6,17.67,99.67,24.44,23.94,94.71,9.3,27.25,39.97,35.74,25.61,22.92,10.31,31.0,40.52,30.34,38.04,8.76,16.64
81.39,60.93,86.99,74.72,74.9,17.42,29.82,51.15,44.21,12.37,51.19,6.43,16.75,20.55,148.19,45.19,58.34,8.27,25.09,41.8,61.81,130.35,159.88,93.49,56.07,84.28,9.25,41.07,169.88,9.5,39.04,21.01,11.02,18.06,99.93,24.62,23.64,88.25,9.12,26.84,40.48,35.2,25.22,23.25,10.54,31.03,39.85,30.64,37.85,8.45,16.48
80.71,59.75,84.31,74.11,74.33,17.05,29.25,50.8,43.74,12.23,51.7,6.24,16.52,20.02,148.52,45.37,56.42,7.98,24.63,41.53,61.44,138.92,158.94,94.47,56.39,87.62,8.91,40.01,164.3,9.34,39.52,20.42,10.5,17.74,99.41,24.85,23.27,89.37,9.22,25.34,40.52,35.13,25.14,22.62,10.35,30.45,38.9,30.26,37.85,8.2,16.39
79.89,59.3,79.4,72.43,73.78,16.68,28.55,50.57,43.95,12.26,50.6,6.23,16.53,19.87,145.53,44.13,54.36,7.74,25.35,40.98,60.5,135.35,153.63,93.32,58.62,90.55,8.68,40.09,158.95,9.35,40.0,20.59,10.74,17.8,98.98,24.95,22.92,91.62,9.22,24.49,39.56,34.94,24.25,22.28,10.26,30.05,38.7,28.46,39.86,8.26,15.39
79.57,59.61,79.98,71.77,71.47,16.23,29.27,51.05,42.43,12.48,49.22,6.25,17.18,19.75,143.81,43.29,54.1,7.74,23.75,42.05,60.41,128.31,151.69,90.62,56.47,91.23,8.43,40.51,159.03,9.57,40.01,20.89,10.76,18.12,100.97,25.23,23.63,91.06,9.2,24.37,39.15,35.09,24.83,22.95,10.2,30.33,38.57,27.88,40.33,8.41,15.01
81.11,60.61,78.87,72.34,74.09,16.24,29.83,51.58,43.78,12.7,49.38,6.34,17.37,20.23,144.44,44.39,55.72,7.91,22.96,43.11,62.25,126.14,161.93,93.89,56.82,95.31,8.72,41.02,159.07,9.85,43.5,21.6,11.12,18.08,104.62,25.92,24.08,94.35,9.12,25.72,39.97,34.92,24.8,23.42,10.45,30.67,38.81,28.5,41.32,8.31,15.3
81.6,61.69,80.22,72.36,74.15,16.3,31.07,51.3,44.65,12.9,49.86,6.45,18.3,20.39,144.45,43.56,54.32,7.71,22.88,42.56,62.63,132.2,163.28,93.36,57.5,103.49,8.6,40.84,160.51,9.56,43.89,21.14,11.41,18.29,103.88,26.85,24.16,91.43,8.76,24.58,39.2,34.86,24.87,23.97,10.59,31.58,38.92,28.06,41.33,8.3,15.13
81.99,62.12,81.78,70.28,75.69,15.94,29.86,50.83,44.49,12.82,52.18,6.47,18.68,20.42,145.08,41.85,55.14,7.58,25.0,42.4,62.97,138.71,159.52,94.29,59.02,104.1,8.78,41.79,159.91,9.23,42.44,20.94,11.79,18.3,105.18,27.17,24.09,95.32,8.96,24.21,39.59,34.73,24.9,24.22,10.68,31.37,38.25,28.43,41.77,8.17,14.98
81.33,61.08,78.89,68.28,74.68,15.45,30.21,51.1,44.62,12.6,51.3,6.4,18.54,20.58,142.9,41.28,54.55,7.84,24.62,42.33,60.85,133.06,163.41,94.53,58.69,100.8,8.84,42.16,159.56,9.31,40.07,21.19,11.6,17.97,102.49,27.28,23.91,95.63,8.94,23.74,40.25,34.57,24.69,24.76,10.57,31.26,37.72,28.03,41.09,7.84,15.1
80.7,59.21,76.01,68.45,72.88,14.76,29.0,49.46,44.07,12.45,49.53,6.37,18.62,20.35,142.98,41.48,54.46,7.84,24.72,43.41,59.61,144.37,166.01,93.82,57.07,98.55,8.66,42.56,154.12,9.22,41.21,20.79,11.69,18.38,99.7,27.36,23.54,98.14,8.38,22.68,38.77,34.37,24.56,24.37,10.64,32.15,37.15,27.44,41.45,7.55,15.06
81.08,60.1,75.87,68.96,73.12,15.09,30.3,48.82,45.38,12.57,51.02,6.55,18.65,20.46,145.55,41.04,52.38,7.73,24.86,44.18,59.79,140.41,164.73,93.0,58.57,98.6,8.63,44.06,154.16,9.2,41.31,20.6,11.23,18.31,99.59,28.12,23.65,102.44,8.59,22.44,38.77,34.57,24.52,23.9,10.64,32.57,37.04,27.72,41.5,7.63,15.18
81.92,60.78,76.2,68.78,73.48,15.0,31.5,48.79,45.7,12.94,51.41,6.39,19.44,20.45,146.95,41.35,52.7,7.86,25.67,45.1,60.39,141.27,174.65,95.64,58.34,97.56,8.84,43.72,155.7,9.23,42.35,21.36,11.3,18.38,99.73,27.92,23.72,102.2,8.94,23.03,39.25,34.51,24.17,24.25,10.7,32.03,37.04,27.97,41.24,7.7,15.58
81.09,61.65,76.55,67.56,75.02,14.47,30.14,48.78,45.96,12.82,51.45,6.18,19.25,20.52,142.82,41.26,53.25,7.7,24.98,43.11,59.4,148.5,171.63,92.45,56.26,95.63,8.79,41.63,157.94,9.33,41.43,21.04,11.15,18.39,96.19,28.2,23.56,102.03,8.63,21.87,39.79,33.76,24.2,23.53,10.66,31.1,36.64,28.12,41.3,7.63,15.42
81.97,61.04,79.02,67.57,76.32,14.53,30.29,49.36,47.32,12.73,51.48,6.45,19.69,20.84,147.48,42.82,55.54,7.71,25.47,42.42,62.48,149.16,170.48,93.23,57.22,97.61,9.17,42.33,160.19,9.51,40.62,20.94,11.58,18.89,95.85,28.95,23.57,99.93,8.59,21.53,39.47,33.64,24.57,24.3,11.1,31.14,35.95,27.57,41.67,7.84,15.79
82.5,62.46,76.13,67.35,77.25,14.8,30.88,49.03,47.78,12.33,51.67,6.41,20.56,20.88,147.16,43.43,55.66,7.65,26.65,41.94,63.35,152.63,168.95,95.38,58.78,96.36,9.35,43.14,161.28,9.63,41.72,20.58,11.85,18.95,96.25,28.34,23.83,103.42,8.91,21.48,40.44,33.47,24.75,24.11,11.12,31.74,36.37,26.14,40.78,7.99,16.34
83.11,61.93,74.67,67.89,77.59,14.55,31.07,48.57,47.89,12.36,51.5,6.51,20.78,20.88,146.94,44.13,58.08,7.59,26.98,43.51,62.77,156.52,177.27,96.57,59.03,98.0,9.13,43.3,160.26,9.49,40.44,20.6,11.76,19.31,97.43,28.51,23.5,109.22,9.0,20.79,40.76,32.44,24.82,24.36,11.36,31.37,36.57,27.06,40.07,7.99,16.34
82.74,61.74,76.27,66.11,77.84,13.98,30.71,48.81,46.32,12.18,51.65,6.51,20.74,20.83,145.21,43.73,57.41,7.71,27.5,42.68,61.0,159.7,173.58,96.43,57.19,102.89,8.87,43.77,155.53,9.76,39.72,20.33,11.82,18.96,95.85,28.62,23.02,107.7,8.83,21.36,38.74,32.69,25.0,24.85,11.32,31.25,36.26,26.72,40.41,7.98,16.9
82.74,61.65,77.94,64.52,78.44,13.86,30.34,48.57,46.26,12.25,51.42,6.48,20.55,20.11,147.74,43.38,58.59,7.58,28.27,42.38,61.13,159.35,174.15,99.18,59.52,102.64,8.64,43.34,155.53,9.75,37.78,20.26,11.67,18.69,96.21,29.45,22.45,107.88,8.69,20.57,39.91,32.57,24.79,24.28,11.55,32.17,36.22,27.11,39.74,7.97,16.29
83.47,60.88,76.95,64.66,80.29,13.89,31.61,50.31,45.45,12.56,50.34,6.6,20.73,19.71,153.07,43.84,58.18,7.51,27.53,44.74,63.04,152.4,173.38,101.29,59.62,106.34,8.83,44.09,158.25,9.92,36.98,20.35,11.78,18.98,97.82,28.77,23.04,111.33,8.82,20.45,41.76,32.84,24.93,24.27,11.57,32.75,37.08,27.92,39.49,8.1,16.49
83.61,59.87,76.76,65.21,78.28,13.93,31.25,50.97,46.58,12.72,51.82,6.54,20.78,20.1,155.85,43.74,58.56,7.24,26.94,43.55,64.35,151.76,173.41,98.93,60.69,109.07,8.95,44.79,156.85,10.03,37.25,20.14,11.66,18.98,97.39,28.8,23.56,110.5,9.19,21.14,40.34,31.86,25.1,24.07,11.83,32.57,37.84,27.5,39.49,8.16,16.94
82.84,58.99,74.82,65.13,78.0,13.56,31.83,51.45,47.11,12.53,52.25,6.48,21.06,20.49,155.72,43.83,57.98,7.47,26.11,44.25,62.62,148.83,170.2,98.91,56.34,107.11,9.07,43.76,152.56,9.78,36.03,20.01,11.55,18.98,98.95,27.91,23.58,109.61,8.98,21.73,39.28,31.79,24.88,23.98,11.4,32.15,37.64,27.5,39.86,8.13,16.63
83.18,60.29,75.39,65.14,75.48,13.51,32.79,51.86,47.33,12.55,52.28,6.63,20.91,20.43,156.28,41.26,59.73,7.4,25.98,43.75,63.51,158.0,162.71,98.35,56.86,106.0,9.03,44.71,156.19,9.61,35.92,19.67,11.67,19.16,100.54,28.32,23.4,112.87,9.1,20.45,39.54,31.6,24.93,23.35,11.73,32.15,38.38,27.61,39.22,8.1,16.77
83.11,60.62,76.27,66.1,76.78,13.66,33.19,53.59,47.08,12.73,54.21,6.55,20.91,20.78,160.09,40.58,60.5,7.29,25.1,43.34,65.98,151.0,159.97,101.34,56.61,104.65,9.11,44.75,157.47,9.28,35.81,19.24,11.81,19.23,101.86,27.5,23.34,110.6,8.67,21.33,38.57,31.87,25.16,23.44,11.53,31.9,38.66,27.27,39.68,7.96,16.83
82.12,58.13,75.95,66.11,73.64,13.55,33.19,52.79,47.53,12.31,54.03,6.48,19.81,20.41,155.77,40.1,60.24,7.27,24.97,41.74,64.66,153.13,153.88,96.81,55.98,108.96,8.96,43.56,155.54,9.04,35.82,19.13,11.68,18.81,102.8,26.52,22.57,108.73,7.89,21.8,39.74,31.35,25.19,22.74,11.71,32.05,38.19,26.9,38.85,7.8,15.86
82.48,57.26,73.42,66.43,71.61,13.71,33.38,51.88,47.4,12.05,52.92,6.39,19.79,19.86,157.44,39.85,59.0,7.41,25.76,41.13,65.95,161.54,154.01,99.76,58.65,112.68,8.98,43.97,153.7,8.91,36.58,19.07,11.9,19.21,101.98,26.56,22.66,106.6,8.06,21.59,42.25,31.27,24.82,22.75,11.87,32.42,38.46,26.11,38.96,7.8,15.51
83.26,59.25,71.99,68.43,69.71,14.57,33.36,52.29,48.63,12.1,53.36,6.4,19.9,19.4,159.15,40.48,58.61,7.54,27.02,41.12,65.43,151.89,162.72,100.95,60.6,108.65,9.17,44.97,158.49,8.82,39.04,19.21,12.36,20.18,102.64,27.07,22.53,105.66,8.17,22.1,43.27,31.68,24.79,23.17,11.96,32.47,38.87,27.68,39.9,8.13,15.84
84.07,58.98,74.98,66.97,69.16,14.55,33.83,52.65,49.36,12.28,53.48,6.43,21.21,20.01,159.82,43.19,58.4,7.72,26.21,40.75,66.5,151.85,167.68,102.32,62.42,110.71,9.52,44.48,152.21,8.68,37.54,19.35,12.21,20.36,104.13,27.63,22.3,108.42,8.46,22.71,43.67,31.66,24.81,23.44,12.08,32.92,39.57,27.43,39.35,8.23,16.37
83.12,58.41,78.13,66.15,67.95,14.19,33.74,52.69,51.07,11.93,52.04,6.34,20.93,19.57,157.71,43.89,58.54,7.72,26.22,40.43,67.0,150.26,165.54,102.16,63.04,109.66,9.52,44.31,147.2,8.49,37.24,18.65,11.68,20.46,102.75,25.19,22.06,100.59,8.15,22.7,44.48,31.26,24.81,23.17,11.75,32.55,39.83,27.44,38.22,8.12,16.14
81.45,56.89,76.21,65.48,67.58,13.56,33.35,52.59,51.11,11.9,51.4,6.35,20.32,19.21,156.18,43.36,57.25,7.51,25.94,40.63,68.46,140.48,163.6,102.96,61.65,103.99,9.45,43.62,144.87,8.4,34.64,18.18,11.53,20.15,104.35,23.68,21.69,95.07,7.9,22.04,45.46,30.87,24.63,23.03,11.56,31.6,38.43,26.44,37.21,8.04,16.38
82.02,57.77,75.02,64.91,67.44,13.6,35.66,53.0,51.25,11.74,50.52,6.35,20.35,19.73,155.09,43.31,58.11,7.39,24.94,40.74,66.85,142.24,163.54,103.26,60.9,106.1,9.71,43.88,142.76,8.47,32.98,18.36,11.5,20.2,104.72,24.32,21.67,100.99,8.0,22.22,45.44,31.54,24.58,23.5,11.66,31.47,38.29,26.83,36.65,8.04,16.1
81.87,56.6,73.06,63.75,68.16,13.59,36.87,53.46,50.61,11.75,50.68,6.26,20.9,19.16,152.21,42.87,57.27,7.61,24.26,39.65,67.54,138.95,163.86,103.93,59.54,106.75,10.02,44.36,143.46,8.48,33.09,18.72,11.92,20.46,103.89,23.03,21.66,99.7,7.74,22.04,43.87,31.31,24.58,24.19,11.66,31.65,38.1,26.68,37.0,7.88,16.04
81.49,57.25,72.72,62.65,67.59,13.56,36.46,53.39,50.09,11.44,50.62,6.39,20.68,19.28,154.8,43.0,58.77,7.69,22.97,38.67,70.38,131.36,167.04,105.32,59.04,111.05,9.79,44.21,143.41,8.45,31.72,18.64,11.24,19.85,103.89,22.14,21.27,102.01,7.91,21.67,42.9,31.08,24.87,23.88,11.45,32.29,38.9,26.71,35.95,7.88,15.83
81.98,58.13,72.64,61.84,66.85,13.86,37.64,53.65,49.13,11.08,50.91,6.3,21.0,19.69,154.2,43.46,60.75,7.68,23.07,40.28,68.38,133.28,171.77,101.85,59.31,112.5,10.12,44.29,145.44,8.21,31.57,19.03,11.26,19.7,101.32,22.82,21.13,106.5,7.7,21.85,41.62,31.49,25.01,24.14,11.54,30.5,38.76,26.92,35.77,7.93,15.99
82.94,59.54,71.7,62.82,68.0,14.16,36.6,53.82,48.9,11.23,49.48,6.18,21.27,19.64,154.84,43.54,60.68,7.82,24.49,40.97,67.93,140.51,178.47,104.67,61.27,117.43,10.12,44.5,147.45,8.15,32.67,19.24,11.57,19.69,99.86,24.11,21.16,108.55,7.7,22.19,40.87,31.41,25.4,24.97,11.5,30.95,39.18,27.11,36.16,8.17,16.82
81.71,59.25,69.21,61.13,68.13,13.77,35.63,53.09,48.97,10.9,51.17,6.27,20.6,19.03,151.13,42.44,57.94,7.79,24.31,40.42,67.14,134.6,179.78,104.65,61.86,118.29,9.84,43.64,146.92,7.9,31.75,19.06,11.58,19.14,98.65,24.22,20.91,109.81,7.73,21.3,41.61,30.67,24.86,24.73,10.9,29.41,38.72,26.17,36.11,7.75,16.35
82.31,60.25,72.69,60.74,68.55,13.8,36.53,53.79,49.29,10.87,52.39,6.56,20.43,18.78,154.56,44.79,55.9,7.63,23.94,39.71,67.25,138.27,181.42,104.62,60.94,123.4,9.7,44.05,149.75,7.78,32.05,19.24,11.38,19.57,101.06,23.56,21.24,109.99,7.63,21.04,42.89,31.04,25.35,24.79,10.83,29.15,38.86,25.63,36.75,7.82,16.13
81.14,60.08,70.91,59.66,67.47,13.76,36.84,53.23,48.78,10.96,53.06,6.44,20.2,18.69,153.8,45.24,55.42,7.43,23.47,40.26,64.61,144.93,175.46,99.47,60.2,121.58,9.46,44.08,141.25,7.49,31.16,18.94,11.39,19.27,97.99,22.55,20.99,100.68,7.33,19.99,42.94,30.56,25.29,24.19,10.82,28.16,38.61,24.65,36.02,7.74,15.53
81.32,59.43,69.37,58.72,67.79,13.59,36.95,53.89,49.53,10.89,52.44,6.4,21.17,18.71,153.4,44.77,53.58,7.54,23.31,41.55,63.83,148.0,175.49,99.11,61.68,122.6,9.28,44.76,140.73,7.51,31.25,18.97,11.48,19.24,96.82,23.04,21.06,106.29,7.35,20.25,42.41,30.16,25.19,24.13,10.75,28.73,38.54,23.92,35.37,7.79,15.68
80.39,59.24,69.39,56.88,67.1,13.19,36.15,54.01,48.65,10.91,49.29,6.25,21.17,18.53,149.72,43.59,53.19,7.49,23.37,40.34,62.75,142.92,177.56,98.27,61.18,125.12,9.31,43.13,137.5,7.52,30.01,19.08,11.25,18.92,94.61,22.18,21.56,109.43,7.29,19.66,40.3,29.95,25.19,23.92,10.48,28.07,37.7,25.06,35.62,7.9,15.66
79.62,57.85,67.54,55.61,66.71,12.92,34.77,54.38,48.35,10.2,48.78,6.33,21.32,17.74,148.87,43.83,53.21,7.56,22.99,39.44,61.98,148.66,175.87,100.84,59.94,121.61,9.56,43.4,134.82,7.8,29.09,18.83,11.28,18.33,91.93,21.36,21.64,105.02,7.13,19.51,40.69,29.89,25.04,24.23,10.19,27.55,37.09,25.2,35.53,8.27,15.62
79.28,56.61,67.91,56.31,66.56,12.97,35.24,53.82,47.28,10.02,46.92,6.25,20.85,18.27,147.41,43.52,53.52,7.52,23.0,39.12,61.91,145.74,175.95,98.64,59.97,124.65,9.91,44.21,136.77,7.79,28.69,19.04,11.74,17.98,92.27,20.5,21.33,105.96,6.83,18.76,39.44,29.82,24.81,24.18,9.92,27.93,37.15,24.37,35.06,8.18,15.86
78.63,55.99,67.91,56.66,66.25,12.9,34.58,53.67,48.74,9.95,46.34,6.3,20.96,18.18,145.28,43.36,54.39,7.25,22.08,39.43,61.11,146.6,175.77,97.66,58.94,124.09,9.69,42.95,137.92,7.7,28.04,18.74,11.33,18.25,90.99,19.08,21.49,101.99,6.65,18.35,38.45,29.81,25.0,24.06,10.29,27.88,36.7,24.09,35.78,8.04,16.03
80.82,57.18,72.66,59.17,66.53,13.59,36.87,55.78,50.56,10.28,48.87,6.56,20.93,18.74,150.34,45.83,54.21,7.53,22.71,40.48,61.41,154.16,182.09,99.53,59.39,123.1,9.92,44.17,150.0,7.94,29.77,19.15,11.65,19.03,94.71,19.78,21.8,104.32,6.67,19.38,39.06,29.72,25.11,24.13,10.34,28.12,37.49,24.33,36.57,8.05,16.15
80.75,58.61,72.53,59.12,65.51,13.63,36.83,54.73,50.17,10.37,50.55,6.52,21.27,18.01,146.85,45.65,56.03,7.63,22.85,41.93,60.7,152.81,183.07,100.33,57.93,118.25,10.09,44.85,150.25,7.93,31.16,19.05,11.64,18.55,93.92,20.12,21.6,103.43,6.66,20.1,38.02,29.41,25.16,24.46,10.19,27.64,36.95,25.44,37.31,8.37,16.07
80.46,58.03,73.98,60.22,67.38,14.01,35.66,54.12,48.9,10.54,51.17,6.7,21.01,18.08,149.79,45.72,56.28,7.74,22.68,41.32,60.39,146.17,184.39,97.56,58.04,115.68,10.01,44.14,150.46,8.05,32.36,19.14,11.56,17.78,92.54,19.78,22.4,99.0,6.71,19.58,36.51,29.99,25.23,24.76,10.44,27.91,36.85,25.68,38.57,8.41,16.14
80.59,56.77,75.59,60.54,67.81,14.15,35.1,52.79,49.14,10.7,50.08,6.57,21.35,18.33,151.0,45.83,57.76,7.85,22.97,42.52,61.14,144.51,185.28,97.6,57.45,113.6,9.92,43.98,152.08,8.19,31.35,19.33,11.71,17.94,94.3,19.12,22.39,102.07,6.39,19.87,38.86,29.91,25.24,24.3,10.28,28.12,37.15,25.98,38.5,8.48,16.25
80.62,57.54,72.83,60.35,69.16,14.98,35.89,52.39,49.74,10.67,49.61,6.69,21.99,18.24,147.15,44.14,57.08,7.73,21.47,42.24,61.23,142.0,182.48,98.99,57.7,108.53,9.84,43.99,152.18,8.43,32.89,19.66,11.76,18.18,96.71,19.27,22.86,101.19,6.31,20.29,38.25,30.0,25.17,24.56,10.34,28.23,37.16,26.08,38.71,8.73,16.58
79.34,57.78,71.04,58.95,67.39,14.9,32.98,51.95,50.74,10.57,49.44,6.78,21.56,18.26,146.09,44.11,56.1,7.69,21.85,41.78,61.32,141.88,180.14,99.24,55.98,102.41,9.84,43.49,151.97,8.16,31.58,19.53,11.5,18.05,94.77,18.9,22.74,98.77,6.21,20.01,39.26,29.65,24.96,24.52,10.38,28.69,36.38,25.09,38.04,8.51,16.32
78.88,58.24,68.27,57.85,66.63,14.9,32.48,51.75,49.38,10.78,49.27,6.67,21.01,18.17,144.1,45.28,55.34,7.41,21.11,41.76,62.68,143.66,172.55,98.34,56.63,105.03,10.0,41.91,149.62,7.94,30.76,19.45,11.61,18.16,95.52,19.25,22.67,99.39,6.0,20.19,39.71,29.57,24.72,24.11,10.21,28.56,36.12,25.01,37.62,8.33,16.44
78.84,58.06,68.4,56.79,67.92,14.78,32.73,51.07,49.45,10.97,49.74,6.61,20.62,18.43,147.52,43.53,55.9,7.4,21.43,41.64,60.62,148.06,172.07,100.3,56.4,106.07,10.25,41.87,150.69,7.8,30.44,19.26,11.95,18.07,93.0,19.34,23.0,98.48,6.32,19.25,38.29,29.73,24.64,24.04,10.09,27.79,35.91,24.82,38.15,8.05,16.05
78.42,58.08,66.43,54.75,67.83,15.94,32.21,50.1,48.7,10.9,49.71,6.59,19.59,18.14,146.46,42.68,56.64,7.26,20.37,41.08,61.8,144.32,172.32,101.94,57.54,108.54,10.17,41.28,148.48,7.84,29.51,19.07,12.01,17.74,93.98,19.86,23.05,101.31,6.35,18.38,37.17,30.05,24.52,23.5,10.14,28.08,35.89,24.39,37.23,7.86,15.71
78.61,58.16,64.97,55.48,68.24,15.55,31.69,50.85,48.94,10.89,48.46,6.59,18.61,18.03,150.53,42.83,56.71,7.29,20.58,40.97,62.66,145.13,177.88,104.68,60.3,102.47,10.06,41.66,151.81,7.84,29.19,19.1,11.81,17.54,95.77,20.29,22.94,103.93,6.47,18.41,37.99,30.33,24.66,23.81,10.18,28.64,35.86,23.39,37.23,7.72,15.76
77.2,57.2,61.73,55.54,65.82,14.74,30.33,50.12,47.45,10.7,46.04,6.38,18.54,17.2,146.74,41.25,57.64,7.17,20.91,40.84,60.45,149.36,176.68,105.4,60.77,101.82,9.9,40.98,150.79,7.48,28.89,18.82,11.39,17.04,93.81,20.44,22.51,97.72,6.15,17.6,35.38,30.35,24.4,24.15,9.65,29.36,34.88,23.75,37.59,7.33,15.43
78.3,58.32,62.6,56.1,67.15,14.61,32.0,49.82,47.36,10.72,46.79,6.35,18.15,17.3,152.85,42.54,57.77,7.23,20.94,40.52,61.61,157.34,178.33,103.51,62.82,101.13,9.8,41.96,154.06,7.25,30.09,18.74,11.31,17.15,93.21,21.51,22.5,104.35,6.12,17.57,35.05,30.54,24.6,23.82,9.6,29.86,35.39,23.74,37.2,7.64,15.89
79.44,58.54,64.71,56.3,67.75,14.58,32.9,49.99,49.68,10.5,46.13,6.58,18.67,17.67,153.59,42.76,58.83,7.4,20.45,40.91,62.08,158.82,182.94,109.45,62.23,100.57,10.54,42.68,157.29,7.56,30.97,18.88,11.64,16.85,94.59,20.84,23.2,107.2,6.29,18.96,35.04,31.11,24.8,23.76,9.76,30.64,36.08,23.88,39.1,7.88,16.41
79.77,60.29,66.49,56.39,66.3,14.33,34.04,49.07,50.08,10.69,46.77,6.51,19.45,17.41,150.54,43.1,57.52,7.46,20.05,41.88,61.21,162.09,189.74,112.49,61.05,101.43,10.53,43.1,153.0,7.9,29.4,18.91,11.88,17.17,97.06,20.35,23.84,102.35,6.16,19.4,36.31,31.69,24.8,23.83,9.65,30.59,36.45,23.51,39.29,8.05,17.2
80.01,61.9,66.57,57.21,67.03,14.74,33.77,49.42,51.12,10.77,48.32,6.54,19.66,18.09,152.26,44.11,57.23,7.53,18.95,41.78,63.65,152.32,189.38,110.72,59.22,106.03,10.89,43.06,154.8,8.14,29.89,19.08,12.11,16.98,98.46,20.96,23.51,98.43,6.07,19.41,36.04,31.81,24.83,24.29,9.77,30.86,37.0,24.02,40.33,7.99,17.23
79.8,60.33,66.57,56.91,67.64,14.45,33.14,49.69,51.43,10.85,49.15,6.47,19.54,17.86,155.1,41.95,58.03,7.56,18.79,40.56,62.73,153.6,186.41,109.57,58.25,108.18,10.78,42.03,147.93,8.32,31.46,18.82,12.49,16.54,98.91,20.71,23.65,97.48,6.29,19.63,35.67,31.81,24.24,24.44,9.83,29.6,36.57,25.15,40.41,8.17,17.01
80.65,60.83,66.97,57.18,66.87,14.31,33.86,49.68,50.17,10.87,50.14,6.58,19.33,17.62,157.24,42.45,58.58,7.52,19.41,38.97,64.31,161.37,193.89,109.93,59.99,104.01,10.59,42.75,150.55,8.36,33.21,18.86,12.19,16.83,98.88,21.09,23.79,98.5,6.57,19.23,37.34,32.41,24.35,24.7,9.85,28.97,36.59,26.2,41.58,8.2,16.87
82.06,61.09,69.61,58.42,67.76,14.67,35.13,50.44,49.98,10.91,51.19,6.85,19.46,17.63,163.3,43.13,61.07,7.44,19.35,40.46,65.75,160.43,188.19,110.77,62.14,109.91,10.82,43.12,156.28,8.31,33.33,19.05,12.42,17.32,100.13,22.2,24.08,96.01,6.92,18.89,39.11,32.5,24.39,25.41,9.9,29.44,37.58,26.73,42.26,8.27,17.5
82.95,60.53,70.64,57.16,66.62,15.23,34.22,50.92,49.87,11.25,51.4,6.94,19.86,17.81,161.51,44.9,62.77,7.6,19.21,40.8,66.17,176.71,187.04,114.57,61.38,106.96,10.81,44.76,164.03,8.53,32.22,18.93,12.46,17.61,101.55,21.53,24.22,99.02,6.8,18.86,40.17,31.98,24.46,25.78,10.19,30.42,38.09,27.87,41.23,8.31,17.84
83.46,61.76,70.82,58.11,65.15,15.5,34.23,50.81,50.78,11.18,52.71,7.0,20.32,18.45,163.74,44.5,62.14,7.61,19.36,39.87,67.1,193.06,184.96,116.5,60.01,112.27,10.89,44.85,166.92,8.59,33.73,18.4,12.39,18.07,101.59,20.56,23.59,97.13,6.99,19.26,40.89,32.01,24.39,25.18,10.36,29.85,38.78,26.9,40.48,8.15,18.22
84.84,63.94,72.78,58.98,65.51,15.74,34.41,51.48,50.64,11.5,51.51,7.18,20.74,18.7,168.4,43.99,63.31,7.9,19.71,40.12,68.98,200.85,187.94,116.99,61.83,113.24,11.18,44.51,168.32,8.5,36.28,18.89,13.07,18.47,102.03,20.5,23.69,100.92,6.7,19.51,40.92,32.78,24.59,25.81,10.74,29.75,39.26,27.46,40.61,8.13,17.94
84.25,63.13,74.66,58.49,64.44,16.26,34.41,51.59,51.58,11.4,50.2,7.42,20.95,19.0,167.02,42.22,62.04,7.76,19.85,39.96,68.42,195.96,189.81,118.15,59.45,106.16,11.11,43.92,168.08,8.29,37.02,18.96,13.09,17.86,104.39,19.46,23.9,104.77,6.82,18.53,42.15,32.84,24.65,25.26,10.66,30.0,39.4,26.76,39.88,8.21,17.85
